"publisher","recipient_code","count"
"wfp","TR",96
"wfp","MA",59
"wfp","RS",10
"wfp","BA",12
"wfp","UA",110
"wfp","AL",10
"wfp","GR",5
"wfp","CG",536
"wfp","MG",581
"wfp","TZ",796
"wfp","MZ",691
"wfp","ZM",240
"wfp","CD",846
"wfp","MW",906
"wfp","LS",461
"wfp","ZW",291
"wfp","SZ",474
"wfp","ZA",54
"wfp","AO",22
"wfp","CF",648
"wfp","MR",730
"wfp","BJ",321
"wfp","BF",557
"wfp","CV",73
"wfp","GH",581
"wfp","ST",127
"wfp","SN",1165
"wfp","GN",695
"wfp","TG",165
"wfp","TD",677
"wfp","CM",595
"wfp","GM",361
"wfp","SL",652
"wfp","ML",618
"wfp","GW",424
"wfp","NE",875
"wfp","CI",823
"wfp","LR",647
"wfp","NG",161
"who","AF",208
"who","AO",110
"who","AL",95
"who","AE",18
"who","AR",174
"who","AM",81
"who","AS",6
"who","AG",93
"who","AZ",80
"who","BI",143
"who","BJ",148
"who","BF",175
"who","BD",239
"who","BG",53
"who","BH",14
"who","BS",94
"who","BA",69
"who","BY",66
"who","BZ",131
"who","BO",257
"who","BR",89
"who","BB",78
"who","BN",2
"who","BT",222
"who","BW",58
"who","CF",192
"who","CA",5
"who","CL",136
"who","CN",180
"who","CI",156
"who","CM",149
"who","CD",198
"who","CG",142
"who","CK",31
"who","CO",218
"who","KM",112
"who","CV",146
"who","CR",155
"who","CU",135
"who","CZ",45
"who","DJ",124
"who","DM",41
"who","DO",180
"who","DZ",92
"who","EC",204
"who","EG",230
"who","ER",137
"who","EE",58
"who","ET",280
"who","FJ",91
"who","FM",41
"who","GA",65
"who","GE",70
"who","GH",153
"who","GN",179
"who","GM",137
"who","GW",138
"who","GQ",84
"who","GR",23
"who","GD",22
"who","GT",165
"who","GU",4
"who","GY",203
"who","HN",207
"who","HR",58
"who","HT",166
"who","HU",38
"who","ID",291
"who","IN",285
"who","IR",157
"who","IQ",127
"who","JM",155
"who","JO",136
"who","KZ",102
"who","KE",234
"who","KG",188
"who","KH",228
"who","KI",64
"who","KN",27
"who","KW",19
"who","LA",219
"who","LB",123
"who","LR",139
"who","LY",75
"who","LC",25
"who","LK",247
"who","LS",100
"who","LT",69
"who","LV",55
"who","MA",113
"who","MD",182
"who","MG",189
"who","MV",186
"who","MX",212
"who","MH",21
"who","MK",93
"who","ML",187
"who","MT",15
"who","MM",275
"who","ME",67
"who","MN",203
"who","MP",4
"who","MZ",219
"who","MR",154
"who","MU",82
"who","MW",111
"who","MY",55
"who","NE",170
"who","NG",217
"who","NI",320
"who","NU",20
"who","NP",280
"who","NR",10
"who","OM",110
"who","PK",276
"who","PA",137
"who","PE",254
"who","PH",269
"who","PW",9
"who","PG",224
"who","PL",44
"who","KP",180
"who","PT",12
"who","PY",216
"who","PS",110
"who","PF",2
"who","QA",42
"who","RO",68
"who","RU",111
"who","RW",129
"who","SA",58
"who","SD",235
"who","SN",156
"who","SG",10
"who","SH",2
"who","SB",150
"who","SL",285
"who","SV",252
"who","SO",160
"who","RS",94
"who","SS",180
"who","ST",46
"who","SR",179
"who","SK",54
"who","SI",48
"who","SZ",117
"who","SC",70
"who","SY",82
"who","TD",160
"who","TG",177
"who","TH",206
"who","TJ",184
"who","TK",26
"who","TM",82
"who","TL",259
"who","TO",52
"who","TT",89
"who","TN",145
"who","TR",106
"who","TV",21
"who","TZ",236
"who","UG",224
"who","UA",158
"who","UY",127
"who","US",3
"who","UZ",149
"who","VC",23
"who","VE",220
"who","VN",270
"who","VU",145
"who","WS",76
"who","YE",107
"who","ZA",125
"who","ZM",213
"who","ZW",116
"worldbank","289",14552
"worldbank","298",18424
"worldbank","389",2467
"worldbank","619",627
"worldbank","679",1296
"worldbank","889",1129
"worldbank","89",9
"worldbank","998",260
"worldbank","AF",7677
"worldbank","AG",372
"worldbank","AL",3536
"worldbank","AM",7709
"worldbank","AO",3642
"worldbank","AR",17437
"worldbank","AZ",5759
"worldbank","BA",2782
"worldbank","BB",282
"worldbank","BD",19313
"worldbank","BF",12542
"worldbank","BG",1494
"worldbank","BI",7248
"worldbank","BJ",6890
"worldbank","BO",8047
"worldbank","BR",26674
"worldbank","BT",2270
"worldbank","BW",1567
"worldbank","BY",2867
"worldbank","BZ",475
"worldbank","CD",10413
"worldbank","CF",3393
"worldbank","CG",5836
"worldbank","CI",5258
"worldbank","CL",786
"worldbank","CM",9019
"worldbank","CN",53160
"worldbank","CO",7403
"worldbank","CR",1638
"worldbank","CV",2074
"worldbank","DJ",4167
"worldbank","DM",592
"worldbank","DO",2455
"worldbank","EC",2267
"worldbank","EG",6190
"worldbank","ET",14530
"worldbank","FJ",494
"worldbank","FM",901
"worldbank","GA",3016
"worldbank","GD",627
"worldbank","GE",4472
"worldbank","GH",12669
"worldbank","GM",1959
"worldbank","GN",5492
"worldbank","GT",4398
"worldbank","GW",2192
"worldbank","GY",1814
"worldbank","HN",4910
"worldbank","HR",5100
"worldbank","HT",7453
"worldbank","ID",12007
"worldbank","IN",55639
"worldbank","IQ",2195
"worldbank","IR",1116
"worldbank","JM",3514
"worldbank","JO",3378
"worldbank","KE",13446
"worldbank","KG",8932
"worldbank","KH",4763
"worldbank","KI",771
"worldbank","KM",920
"worldbank","KZ",4876
"worldbank","LA",9881
"worldbank","LB",4769
"worldbank","LC",238
"worldbank","LK",8588
"worldbank","LR",4354
"worldbank","LS",3547
"worldbank","MA",5229
"worldbank","MD",6837
"worldbank","ME",1744
"worldbank","MG",10330
"worldbank","MH",659
"worldbank","MK",3006
"worldbank","ML",7351
"worldbank","MM",4348
"worldbank","MN",6590
"worldbank","MR",4460
"worldbank","MU",444
"worldbank","MV",1597
"worldbank","MW",9542
"worldbank","MX",4995
"worldbank","MZ",12230
"worldbank","NE",7854
"worldbank","NG",15167
"worldbank","NI",7337
"worldbank","NP",8218
"worldbank","PA",3156
"worldbank","PE",8361
"worldbank","PG",3857
"worldbank","PH",10166
"worldbank","PK",12000
"worldbank","PL",685
"worldbank","PY",2402
"worldbank","RO",5826
"worldbank","RS",6180
"worldbank","RU",3994
"worldbank","RW",3732
"worldbank","SB",2779
"worldbank","SC",26
"worldbank","SL",4161
"worldbank","SN",8537
"worldbank","SS",1480
"worldbank","ST",1344
"worldbank","SV",1873
"worldbank","SZ",1992
"worldbank","TD",3146
"worldbank","TG",3112
"worldbank","TH",388
"worldbank","TJ",7964
"worldbank","TL",1840
"worldbank","TN",5022
"worldbank","TO",1094
"worldbank","TR",6324
"worldbank","TV",528
"worldbank","TZ",9633
"worldbank","UA",4933
"worldbank","UG",9209
"worldbank","UY",6765
"worldbank","UZ",6443
"worldbank","VC",559
"worldbank","VN",32880
"worldbank","VU",1244
"worldbank","WS",2283
"worldbank","XK",3523
"worldbank","YE",9587
"worldbank","ZA",858
"worldbank","ZM",8390
