
	SDRs per currency unit for the period  January 01, 1994 - December 11, 2017
	Date	U.S. dollar(USD)	
	19-May-2000	0.768158  	
	22-May-2000	0.764067  	
	23-May-2000	0.762041  	
	24-May-2000	0.762914  	
	25-May-2000	0.764674  	
	26-May-2000	0.762059  	
	29-May-2000	0.758747  	
	30-May-2000	0.754883  	
	31-May-2000	0.757567  	
	01-Jun-2000	0.758892  	
	02-Jun-2000	0.758276  	
	05-Jun-2000	0.754408  	
	06-Jun-2000	0.752895  	
	07-Jun-2000	0.748297  	
	08-Jun-2000	0.748688  	
	09-Jun-2000	0.751341  	
	12-Jun-2000	0.751197  	
	13-Jun-2000	0.750038  	
	14-Jun-2000	0.749784  	
	15-Jun-2000	0.750957  	
	16-Jun-2000	0.749731  	
	19-Jun-2000	0.747618  	
	20-Jun-2000	0.749945  	
	21-Jun-2000	0.750984  	
	22-Jun-2000	0.752932  	
	23-Jun-2000	0.751512  	
	26-Jun-2000	0.754546  	
	27-Jun-2000	0.753254  	
	28-Jun-2000	0.752465  	
	29-Jun-2000	0.748243  	
	30-Jun-2000	0.747787  	
	03-Jul-2000	0.751413  	
	04-Jul-2000	0.751672  	
	05-Jul-2000	0.750201  	
	06-Jul-2000	0.750942  	
	07-Jul-2000	0.753018  	
	10-Jul-2000	0.751714  	
	11-Jul-2000	0.750952  	
	12-Jul-2000	0.753263  	
	13-Jul-2000	0.756084  	
	14-Jul-2000	0.757511  	
	17-Jul-2000	0.757011  	
	18-Jul-2000	0.757154  	
	19-Jul-2000	0.760614  	
	20-Jul-2000	0.760571  	
	21-Jul-2000	0.757223  	
	24-Jul-2000	0.757485  	
	25-Jul-2000	0.756247  	
	26-Jul-2000	0.756544  	
	27-Jul-2000	0.756748  	
	28-Jul-2000	0.759684  	
	31-Jul-2000	0.761414  	
	01-Aug-2000	0.761475  	
	02-Aug-2000	0.763623  	
	03-Aug-2000	0.765161  	
	04-Aug-2000	0.764034  	
	07-Aug-2000	0.763368  	
	08-Aug-2000	0.763922  	
	09-Aug-2000	0.764984  	
	10-Aug-2000	0.763953  	
	11-Aug-2000	0.76234  	
	14-Aug-2000	0.765127  	
	15-Aug-2000	0.76313  	
	16-Aug-2000	0.763546  	
	17-Aug-2000	0.762523  	
	18-Aug-2000	0.763224  	
	21-Aug-2000	0.764708  	
	22-Aug-2000	0.766244  	
	23-Aug-2000	0.765973  	
	24-Aug-2000	0.764597  	
	25-Aug-2000	0.764339  	
	28-Aug-2000	0.763945  	
	29-Aug-2000	0.764668  	
	30-Aug-2000	0.767954  	
	31-Aug-2000	0.766402  	
	01-Sep-2000	0.767649  	
	04-Sep-2000	0.763573  	
	05-Sep-2000	0.767866  	
	06-Sep-2000	0.768321  	
	07-Sep-2000	0.771478  	
	08-Sep-2000	0.771498  	
	11-Sep-2000	0.775876  	
	12-Sep-2000	0.776205  	
	13-Sep-2000	0.77618  	
	14-Sep-2000	0.775052  	
	15-Sep-2000	0.777282  	
	18-Sep-2000	0.778748  	
	19-Sep-2000	0.779013  	
	20-Sep-2000	0.779401  	
	21-Sep-2000	0.777763  	
	22-Sep-2000	0.771341  	
	25-Sep-2000	0.770727  	
	26-Sep-2000	0.770728  	
	27-Sep-2000	0.769509  	
	28-Sep-2000	0.769248  	
	29-Sep-2000	0.770481  	
	02-Oct-2000	0.770401  	
	03-Oct-2000	0.772426  	
	04-Oct-2000	0.773661  	
	05-Oct-2000	0.774517  	
	06-Oct-2000	0.774557  	
	09-Oct-2000	0.77547  	
	10-Oct-2000	0.772915  	
	11-Oct-2000	0.772623  	
	12-Oct-2000	0.773396  	
	13-Oct-2000	0.773058  	
	16-Oct-2000	0.778337  	
	17-Oct-2000	0.779228  	
	18-Oct-2000	0.777799  	
	19-Oct-2000	0.779696  	
	20-Oct-2000	0.779841  	
	23-Oct-2000	0.781648  	
	24-Oct-2000	0.781203  	
	25-Oct-2000	0.782882  	
	26-Oct-2000	0.784151  	
	27-Oct-2000	0.783422  	
	30-Oct-2000	0.778022  	
	31-Oct-2000	0.781651  	
	01-Nov-2000	0.777947  	
	02-Nov-2000	0.774901  	
	03-Nov-2000	0.772669  	
	06-Nov-2000	0.773422  	
	07-Nov-2000	0.776152  	
	08-Nov-2000	0.778061  	
	09-Nov-2000	0.778735  	
	10-Nov-2000	0.776166  	
	13-Nov-2000	0.776614  	
	14-Nov-2000	0.777108  	
	15-Nov-2000	0.778074  	
	16-Nov-2000	0.779217  	
	17-Nov-2000	0.780333  	
	20-Nov-2000	0.781239  	
	21-Nov-2000	0.782897  	
	22-Nov-2000	0.784153  	
	23-Nov-2000	0.78546  	
	24-Nov-2000	0.786449  	
	27-Nov-2000	0.787771  	
	28-Nov-2000	0.783533  	
	29-Nov-2000	0.779846  	
	30-Nov-2000	0.780052  	
	01-Dec-2000	0.778709  	
	04-Dec-2000	0.774208  	
	05-Dec-2000	0.775254  	
	06-Dec-2000	0.775629  	
	07-Dec-2000	0.772464  	
	08-Dec-2000	0.773681  	
	11-Dec-2000	0.774898  	
	12-Dec-2000	0.776413  	
	13-Dec-2000	0.778816  	
	14-Dec-2000	0.77559  	
	15-Dec-2000	0.772361  	
	18-Dec-2000	0.773031  	
	19-Dec-2000	0.774436  	
	20-Dec-2000	0.771966  	
	21-Dec-2000	0.768769  	
	22-Dec-2000	0.766468  	
	26-Dec-2000	0.766882  	
	27-Dec-2000	0.766463  	
	28-Dec-2000	0.767849  	
	29-Dec-2000	0.767514  	
	02-Jan-2001	0.763938  	
	03-Jan-2001	0.760264  	
	04-Jan-2001	0.762601  	
	05-Jan-2001	0.762511  	
	08-Jan-2001	0.763279  	
	09-Jan-2001	0.76606  	
	10-Jan-2001	0.766484  	
	11-Jan-2001	0.764086  	
	12-Jan-2001	0.764567  	
	15-Jan-2001	0.768774  	
	16-Jan-2001	0.768979  	
	17-Jan-2001	0.769392  	
	18-Jan-2001	0.769351  	
	19-Jan-2001	0.768509  	
	22-Jan-2001	0.77099  	
	23-Jan-2001	0.768075  	
	24-Jan-2001	0.771894  	
	25-Jan-2001	0.776365  	
	26-Jan-2001	0.77174  	
	29-Jan-2001	0.774109  	
	30-Jan-2001	0.774413  	
	31-Jan-2001	0.770541  	
	01-Feb-2001	0.766025  	
	02-Feb-2001	0.766015  	
	05-Feb-2001	0.766369  	
	06-Feb-2001	0.767733  	
	07-Feb-2001	0.769829  	
	08-Feb-2001	0.773323  	
	09-Feb-2001	0.774524  	
	12-Feb-2001	0.773204  	
	13-Feb-2001	0.772414  	
	14-Feb-2001	0.77366  	
	15-Feb-2001	0.777042  	
	16-Feb-2001	0.774259  	
	19-Feb-2001	0.772345  	
	20-Feb-2001	0.777108  	
	21-Feb-2001	0.775808  	
	22-Feb-2001	0.77775  	
	23-Feb-2001	0.77846  	
	26-Feb-2001	0.776865  	
	27-Feb-2001	0.775292  	
	28-Feb-2001	0.773709  	
	01-Mar-2001	0.77302  	
	02-Mar-2001	0.770812  	
	05-Mar-2001	0.773043  	
	06-Mar-2001	0.773069  	
	07-Mar-2001	0.773126  	
	08-Mar-2001	0.772851  	
	09-Mar-2001	0.771962  	
	12-Mar-2001	0.77475  	
	13-Mar-2001	0.776488  	
	14-Mar-2001	0.777788  	
	15-Mar-2001	0.782271  	
	16-Mar-2001	0.787214  	
	19-Mar-2001	0.785516  	
	20-Mar-2001	0.785616  	
	21-Mar-2001	0.787522  	
	22-Mar-2001	0.790141  	
	23-Mar-2001	0.788019  	
	26-Mar-2001	0.78816  	
	27-Mar-2001	0.787137  	
	28-Mar-2001	0.788617  	
	29-Mar-2001	0.789356  	
	30-Mar-2001	0.793241  	
	02-Apr-2001	0.795516  	
	03-Apr-2001	0.793517  	
	04-Apr-2001	0.789001  	
	05-Apr-2001	0.786557  	
	06-Apr-2001	0.788413  	
	09-Apr-2001	0.78703  	
	10-Apr-2001	0.787898  	
	11-Apr-2001	0.789944  	
	12-Apr-2001	0.790122  	
	13-Apr-2001	0.789804  	
	16-Apr-2001	0.79092  	
	17-Apr-2001	0.792513  	
	18-Apr-2001	0.792241  	
	19-Apr-2001	0.789199  	
	20-Apr-2001	0.784669  	
	23-Apr-2001	0.784667  	
	24-Apr-2001	0.78547  	
	25-Apr-2001	0.787032  	
	26-Apr-2001	0.785994  	
	27-Apr-2001	0.785831  	
	30-Apr-2001	0.790019  	
	01-May-2001	0.789999  	
	02-May-2001	0.787969  	
	03-May-2001	0.787874  	
	04-May-2001	0.786837  	
	07-May-2001	0.786385  	
	08-May-2001	0.788456  	
	09-May-2001	0.790311  	
	10-May-2001	0.789463  	
	11-May-2001	0.792764  	
	14-May-2001	0.793682  	
	15-May-2001	0.793456  	
	16-May-2001	0.791554  	
	17-May-2001	0.790902  	
	18-May-2001	0.792703  	
	21-May-2001	0.792859  	
	22-May-2001	0.793947  	
	23-May-2001	0.79609  	
	24-May-2001	0.794909  	
	25-May-2001	0.796239  	
	28-May-2001	0.796366  	
	29-May-2001	0.796382  	
	30-May-2001	0.796284  	
	31-May-2001	0.797305  	
	01-Jun-2001	0.797217  	
	04-Jun-2001	0.796577  	
	05-Jun-2001	0.799625  	
	06-Jun-2001	0.798484  	
	07-Jun-2001	0.800649  	
	08-Jun-2001	0.801153  	
	11-Jun-2001	0.801707  	
	12-Jun-2001	0.802813  	
	13-Jun-2001	0.800875  	
	14-Jun-2001	0.800772  	
	15-Jun-2001	0.794913  	
	18-Jun-2001	0.79928  	
	19-Jun-2001	0.799988  	
	20-Jun-2001	0.801534  	
	21-Jun-2001	0.800481  	
	22-Jun-2001	0.800787  	
	25-Jun-2001	0.798305  	
	26-Jun-2001	0.798401  	
	27-Jun-2001	0.798262  	
	28-Jun-2001	0.801627  	
	29-Jun-2001	0.802795  	
	02-Jul-2001	0.802673  	
	03-Jul-2001	0.802926  	
	04-Jul-2001	0.804011  	
	05-Jul-2001	0.805584  	
	06-Jul-2001	0.807  	
	09-Jul-2001	0.804586  	
	10-Jul-2001	0.802116  	
	11-Jul-2001	0.798996  	
	12-Jul-2001	0.801149  	
	13-Jul-2001	0.800906  	
	16-Jul-2001	0.801579  	
	17-Jul-2001	0.80314  	
	18-Jul-2001	0.799123  	
	19-Jul-2001	0.794491  	
	20-Jul-2001	0.793417  	
	23-Jul-2001	0.795551  	
	24-Jul-2001	0.795536  	
	25-Jul-2001	0.794103  	
	26-Jul-2001	0.792675  	
	27-Jul-2001	0.793532  	
	30-Jul-2001	0.795212  	
	31-Jul-2001	0.794447  	
	01-Aug-2001	0.792766  	
	02-Aug-2001	0.791979  	
	03-Aug-2001	0.792165  	
	06-Aug-2001	0.792553  	
	07-Aug-2001	0.794476  	
	08-Aug-2001	0.794139  	
	09-Aug-2001	0.790762  	
	10-Aug-2001	0.78758  	
	13-Aug-2001	0.785727  	
	14-Aug-2001	0.787779  	
	15-Aug-2001	0.781019  	
	16-Aug-2001	0.777996  	
	17-Aug-2001	0.77925  	
	20-Aug-2001	0.779426  	
	21-Aug-2001	0.779012  	
	22-Aug-2001	0.776006  	
	23-Aug-2001	0.780401  	
	24-Aug-2001	0.780311  	
	27-Aug-2001	0.780376  	
	28-Aug-2001	0.78241  	
	29-Aug-2001	0.778472  	
	30-Aug-2001	0.779685  	
	31-Aug-2001	0.776261  	
	03-Sep-2001	0.779123  	
	04-Sep-2001	0.782588  	
	05-Sep-2001	0.785499  	
	06-Sep-2001	0.786807  	
	07-Sep-2001	0.78444  	
	10-Sep-2001	0.780381  	
	11-Sep-2001	0.784708  	
	12-Sep-2001	0.779456  	
	13-Sep-2001	0.779242  	
	14-Sep-2001	0.775342  	
	17-Sep-2001	0.771046  	
	18-Sep-2001	0.772492  	
	19-Sep-2001	0.772195  	
	20-Sep-2001	0.77247  	
	21-Sep-2001	0.773754  	
	24-Sep-2001	0.775431  	
	25-Sep-2001	0.77449  	
	26-Sep-2001	0.773105  	
	27-Sep-2001	0.774949  	
	28-Sep-2001	0.77579  	
	01-Oct-2001	0.777605  	
	02-Oct-2001	0.777419  	
	03-Oct-2001	0.777164  	
	04-Oct-2001	0.777886  	
	05-Oct-2001	0.776683  	
	08-Oct-2001	0.775337  	
	09-Oct-2001	0.775919  	
	10-Oct-2001	0.779409  	
	11-Oct-2001	0.781633  	
	12-Oct-2001	0.7828  	
	15-Oct-2001	0.780208  	
	16-Oct-2001	0.783219  	
	17-Oct-2001	0.783313  	
	18-Oct-2001	0.783374  	
	19-Oct-2001	0.783961  	
	22-Oct-2001	0.785606  	
	23-Oct-2001	0.789749  	
	24-Oct-2001	0.788181  	
	25-Oct-2001	0.789099  	
	26-Oct-2001	0.787859  	
	29-Oct-2001	0.784846  	
	30-Oct-2001	0.781932  	
	31-Oct-2001	0.782426  	
	01-Nov-2001	0.780642  	
	02-Nov-2001	0.781515  	
	05-Nov-2001	0.785439  	
	06-Nov-2001	0.783677  	
	07-Nov-2001	0.781577  	
	08-Nov-2001	0.783244  	
	09-Nov-2001	0.785411  	
	12-Nov-2001	0.784802  	
	13-Nov-2001	0.787568  	
	14-Nov-2001	0.790391  	
	15-Nov-2001	0.789873  	
	16-Nov-2001	0.790122  	
	19-Nov-2001	0.79275  	
	20-Nov-2001	0.791229  	
	21-Nov-2001	0.792081  	
	22-Nov-2001	0.793854  	
	23-Nov-2001	0.794394  	
	26-Nov-2001	0.792718  	
	27-Nov-2001	0.7944  	
	28-Nov-2001	0.791934  	
	29-Nov-2001	0.789214  	
	30-Nov-2001	0.789841  	
	03-Dec-2001	0.789265  	
	04-Dec-2001	0.789734  	
	05-Dec-2001	0.789929  	
	06-Dec-2001	0.792087  	
	07-Dec-2001	0.790453  	
	10-Dec-2001	0.791868  	
	11-Dec-2001	0.791177  	
	12-Dec-2001	0.789446  	
	13-Dec-2001	0.78886  	
	14-Dec-2001	0.787877  	
	17-Dec-2001	0.786942  	
	18-Dec-2001	0.78842  	
	19-Dec-2001	0.790286  	
	20-Dec-2001	0.790598  	
	21-Dec-2001	0.792175  	
	24-Dec-2001	0.797103  	
	25-Dec-2001	0.797103  	
	26-Dec-2001	0.797324  	
	27-Dec-2001	0.797152  	
	28-Dec-2001	0.796419  	
	31-Dec-2001	0.795716  	
	01-Jan-2002	0.795716  	
	02-Jan-2002	0.791831  	
	03-Jan-2002	0.791375  	
	04-Jan-2002	0.793312  	
	07-Jan-2002	0.795998  	
	08-Jan-2002	0.796227  	
	09-Jan-2002	0.795069  	
	10-Jan-2002	0.795038  	
	11-Jan-2002	0.794925  	
	14-Jan-2002	0.79397  	
	15-Jan-2002	0.793985  	
	16-Jan-2002	0.797694  	
	17-Jan-2002	0.798364  	
	18-Jan-2002	0.798883  	
	21-Jan-2002	0.798046  	
	22-Jan-2002	0.799788  	
	23-Jan-2002	0.798883  	
	24-Jan-2002	0.802348  	
	25-Jan-2002	0.805773  	
	28-Jan-2002	0.807381  	
	29-Jan-2002	0.806196  	
	30-Jan-2002	0.803894  	
	31-Jan-2002	0.805125  	
	01-Feb-2002	0.806951  	
	04-Feb-2002	0.805338  	
	05-Feb-2002	0.802925  	
	06-Feb-2002	0.804408  	
	07-Feb-2002	0.805292  	
	08-Feb-2002	0.803225  	
	11-Feb-2002	0.802029  	
	12-Feb-2002	0.801952  	
	13-Feb-2002	0.800371  	
	14-Feb-2002	0.802723  	
	15-Feb-2002	0.802555  	
	18-Feb-2002	0.802022  	
	19-Feb-2002	0.803893  	
	20-Feb-2002	0.801487  	
	21-Feb-2002	0.803003  	
	22-Feb-2002	0.803323  	
	25-Feb-2002	0.802204  	
	26-Feb-2002	0.804034  	
	27-Feb-2002	0.805904  	
	28-Feb-2002	0.805396  	
	01-Mar-2002	0.803962  	
	04-Mar-2002	0.804393  	
	05-Mar-2002	0.802964  	
	06-Mar-2002	0.802026  	
	07-Mar-2002	0.797888  	
	08-Mar-2002	0.796597  	
	11-Mar-2002	0.798669  	
	12-Mar-2002	0.799193  	
	13-Mar-2002	0.799396  	
	14-Mar-2002	0.796688  	
	15-Mar-2002	0.796075  	
	18-Mar-2002	0.79902  	
	19-Mar-2002	0.797522  	
	20-Mar-2002	0.79946  	
	21-Mar-2002	0.797465  	
	22-Mar-2002	0.799561  	
	25-Mar-2002	0.801138  	
	26-Mar-2002	0.801987  	
	27-Mar-2002	0.800882  	
	28-Mar-2002	0.802043  	
	29-Mar-2002	0.801981  	
	01-Apr-2002	0.799041  	
	02-Apr-2002	0.800152  	
	03-Apr-2002	0.79953  	
	04-Apr-2002	0.798331  	
	05-Apr-2002	0.799007  	
	08-Apr-2002	0.798712  	
	09-Apr-2002	0.799384  	
	10-Apr-2002	0.797008  	
	11-Apr-2002	0.798567  	
	12-Apr-2002	0.79851  	
	15-Apr-2002	0.79792  	
	16-Apr-2002	0.79818  	
	17-Apr-2002	0.794913  	
	18-Apr-2002	0.794664  	
	19-Apr-2002	0.793597  	
	22-Apr-2002	0.794325  	
	23-Apr-2002	0.794516  	
	24-Apr-2002	0.793577  	
	25-Apr-2002	0.790069  	
	26-Apr-2002	0.790243  	
	29-Apr-2002	0.787369  	
	30-Apr-2002	0.788826  	
	01-May-2002	0.788811  	
	02-May-2002	0.787434  	
	03-May-2002	0.786257  	
	06-May-2002	0.783114  	
	07-May-2002	0.784438  	
	08-May-2002	0.786495  	
	09-May-2002	0.787581  	
	10-May-2002	0.78491  	
	13-May-2002	0.783918  	
	14-May-2002	0.787628  	
	15-May-2002	0.788787  	
	16-May-2002	0.785843  	
	17-May-2002	0.78379  	
	20-May-2002	0.781271  	
	21-May-2002	0.781317  	
	22-May-2002	0.778593  	
	23-May-2002	0.779883  	
	24-May-2002	0.781599  	
	27-May-2002	0.781207  	
	28-May-2002	0.778958  	
	29-May-2002	0.777524  	
	30-May-2002	0.77528  	
	31-May-2002	0.774798  	
	03-Jun-2002	0.774743  	
	04-Jun-2002	0.774189  	
	05-Jun-2002	0.775955  	
	06-Jun-2002	0.776132  	
	07-Jun-2002	0.774166  	
	10-Jun-2002	0.773878  	
	11-Jun-2002	0.774464  	
	12-Jun-2002	0.773694  	
	13-Jun-2002	0.775163  	
	14-Jun-2002	0.771874  	
	17-Jun-2002	0.773175  	
	18-Jun-2002	0.772109  	
	19-Jun-2002	0.768541  	
	20-Jun-2002	0.768077  	
	21-Jun-2002	0.7653  	
	24-Jun-2002	0.760093  	
	25-Jun-2002	0.762706  	
	26-Jun-2002	0.75453  	
	27-Jun-2002	0.757252  	
	28-Jun-2002	0.751617  	
	01-Jul-2002	0.755108  	
	02-Jul-2002	0.757437  	
	03-Jul-2002	0.758099  	
	04-Jul-2002	0.7588  	
	05-Jul-2002	0.760392  	
	08-Jul-2002	0.755307  	
	09-Jul-2002	0.752811  	
	10-Jul-2002	0.750879  	
	11-Jul-2002	0.753169  	
	12-Jul-2002	0.752134  	
	15-Jul-2002	0.748257  	
	16-Jul-2002	0.743581  	
	17-Jul-2002	0.746074  	
	18-Jul-2002	0.746864  	
	19-Jul-2002	0.743347  	
	22-Jul-2002	0.744929  	
	23-Jul-2002	0.751046  	
	24-Jul-2002	0.75057  	
	25-Jul-2002	0.747545  	
	26-Jul-2002	0.747328  	
	29-Jul-2002	0.754986  	
	30-Jul-2002	0.754428  	
	31-Jul-2002	0.756153  	
	01-Aug-2002	0.758222  	
	02-Aug-2002	0.752101  	
	05-Aug-2002	0.753505  	
	06-Aug-2002	0.760525  	
	07-Aug-2002	0.760704  	
	08-Aug-2002	0.761605  	
	09-Aug-2002	0.760025  	
	12-Aug-2002	0.758708  	
	13-Aug-2002	0.75684  	
	14-Aug-2002	0.752153  	
	15-Aug-2002	0.755969  	
	16-Aug-2002	0.75487  	
	19-Aug-2002	0.755837  	
	20-Aug-2002	0.757747  	
	21-Aug-2002	0.756894  	
	22-Aug-2002	0.757494  	
	23-Aug-2002	0.760935  	
	26-Aug-2002	0.759187  	
	27-Aug-2002	0.757271  	
	28-Aug-2002	0.756009  	
	29-Aug-2002	0.75387  	
	30-Aug-2002	0.753288  	
	02-Sep-2002	0.754504  	
	03-Sep-2002	0.750825  	
	04-Sep-2002	0.750905  	
	05-Sep-2002	0.749258  	
	06-Sep-2002	0.751367  	
	09-Sep-2002	0.754846  	
	10-Sep-2002	0.75712  	
	11-Sep-2002	0.757319  	
	12-Sep-2002	0.757194  	
	13-Sep-2002	0.755484  	
	16-Sep-2002	0.761687  	
	17-Sep-2002	0.763694  	
	18-Sep-2002	0.760042  	
	19-Sep-2002	0.757572  	
	20-Sep-2002	0.758676  	
	23-Sep-2002	0.757517  	
	24-Sep-2002	0.759423  	
	25-Sep-2002	0.758712  	
	26-Sep-2002	0.758403  	
	27-Sep-2002	0.758628  	
	30-Sep-2002	0.756033  	
	01-Oct-2002	0.755326  	
	02-Oct-2002	0.75739  	
	03-Oct-2002	0.755548  	
	04-Oct-2002	0.756191  	
	07-Oct-2002	0.759501  	
	08-Oct-2002	0.758884  	
	09-Oct-2002	0.759682  	
	10-Oct-2002	0.756212  	
	11-Oct-2002	0.757693  	
	14-Oct-2002	0.75723  	
	15-Oct-2002	0.759275  	
	16-Oct-2002	0.759291  	
	17-Oct-2002	0.760766  	
	18-Oct-2002	0.762639  	
	21-Oct-2002	0.761649  	
	22-Oct-2002	0.762152  	
	23-Oct-2002	0.760918  	
	24-Oct-2002	0.761724  	
	25-Oct-2002	0.760211  	
	28-Oct-2002	0.761483  	
	29-Oct-2002	0.757435  	
	30-Oct-2002	0.757578  	
	31-Oct-2002	0.756639  	
	01-Nov-2002	0.753923  	
	04-Nov-2002	0.754679  	
	05-Nov-2002	0.75176  	
	06-Nov-2002	0.754147  	
	07-Nov-2002	0.751641  	
	08-Nov-2002	0.747804  	
	11-Nov-2002	0.744792  	
	12-Nov-2002	0.746241  	
	13-Nov-2002	0.7479  	
	14-Nov-2002	0.747939  	
	15-Nov-2002	0.750381  	
	18-Nov-2002	0.748636  	
	19-Nov-2002	0.747143  	
	20-Nov-2002	0.752004  	
	21-Nov-2002	0.751728  	
	22-Nov-2002	0.751563  	
	25-Nov-2002	0.75526  	
	26-Nov-2002	0.754221  	
	27-Nov-2002	0.754827  	
	28-Nov-2002	0.754892  	
	29-Nov-2002	0.755243  	
	02-Dec-2002	0.758151  	
	03-Dec-2002	0.755023  	
	04-Dec-2002	0.753523  	
	05-Dec-2002	0.75491  	
	06-Dec-2002	0.754088  	
	09-Dec-2002	0.749784  	
	10-Dec-2002	0.74944  	
	11-Dec-2002	0.751123  	
	12-Dec-2002	0.749056  	
	13-Dec-2002	0.745436  	
	16-Dec-2002	0.744981  	
	17-Dec-2002	0.742062  	
	18-Dec-2002	0.743932  	
	19-Dec-2002	0.742242  	
	20-Dec-2002	0.743102  	
	23-Dec-2002	0.741833  	
	24-Dec-2002	0.742596  	
	25-Dec-2002	0.742596  	
	26-Dec-2002	0.740519  	
	27-Dec-2002	0.739957  	
	30-Dec-2002	0.738237  	
	31-Dec-2002	0.735552  	
	02-Jan-2003	0.736561  	
	03-Jan-2003	0.740139  	
	06-Jan-2003	0.735686  	
	07-Jan-2003	0.738998  	
	08-Jan-2003	0.739325  	
	09-Jan-2003	0.735526  	
	10-Jan-2003	0.735923  	
	13-Jan-2003	0.73516  	
	14-Jan-2003	0.733643  	
	15-Jan-2003	0.735106  	
	16-Jan-2003	0.733661  	
	17-Jan-2003	0.731042  	
	20-Jan-2003	0.731782  	
	21-Jan-2003	0.732467  	
	22-Jan-2003	0.730407  	
	23-Jan-2003	0.728682  	
	24-Jan-2003	0.727625  	
	27-Jan-2003	0.724477  	
	28-Jan-2003	0.72735  	
	29-Jan-2003	0.724881  	
	30-Jan-2003	0.728509  	
	31-Jan-2003	0.726458  	
	03-Feb-2003	0.730064  	
	04-Feb-2003	0.727746  	
	05-Feb-2003	0.724112  	
	06-Feb-2003	0.727485  	
	07-Feb-2003	0.729518  	
	10-Feb-2003	0.728491  	
	11-Feb-2003	0.7328  	
	12-Feb-2003	0.731233  	
	13-Feb-2003	0.730706  	
	14-Feb-2003	0.729696  	
	17-Feb-2003	0.732499  	
	18-Feb-2003	0.731652  	
	19-Feb-2003	0.731671  	
	20-Feb-2003	0.729945  	
	21-Feb-2003	0.728331  	
	24-Feb-2003	0.730717  	
	25-Feb-2003	0.729175  	
	26-Feb-2003	0.730429  	
	27-Feb-2003	0.728084  	
	28-Feb-2003	0.729476  	
	03-Mar-2003	0.730024  	
	04-Mar-2003	0.726811  	
	05-Mar-2003	0.724662  	
	06-Mar-2003	0.724803  	
	07-Mar-2003	0.722562  	
	10-Mar-2003	0.722265  	
	11-Mar-2003	0.721946  	
	12-Mar-2003	0.722075  	
	13-Mar-2003	0.726486  	
	14-Mar-2003	0.7301  	
	17-Mar-2003	0.72957  	
	18-Mar-2003	0.736752  	
	19-Mar-2003	0.736147  	
	20-Mar-2003	0.736199  	
	21-Mar-2003	0.737989  	
	24-Mar-2003	0.735871  	
	25-Mar-2003	0.733672  	
	26-Mar-2003	0.735673  	
	27-Mar-2003	0.73318  	
	28-Mar-2003	0.7337  	
	31-Mar-2003	0.727914  	
	01-Apr-2003	0.728093  	
	02-Apr-2003	0.729733  	
	03-Apr-2003	0.73394  	
	04-Apr-2003	0.734106  	
	07-Apr-2003	0.738371  	
	08-Apr-2003	0.735569  	
	09-Apr-2003	0.733749  	
	10-Apr-2003	0.732261  	
	11-Apr-2003	0.733284  	
	14-Apr-2003	0.733457  	
	15-Apr-2003	0.732834  	
	16-Apr-2003	0.731197  	
	17-Apr-2003	0.728246  	
	18-Apr-2003	0.729435  	
	21-Apr-2003	0.731423  	
	22-Apr-2003	0.727321  	
	23-Apr-2003	0.728412  	
	24-Apr-2003	0.725907  	
	25-Apr-2003	0.727521  	
	28-Apr-2003	0.725085  	
	29-Apr-2003	0.726917  	
	30-Apr-2003	0.722589  	
	01-May-2003	0.720484  	
	02-May-2003	0.718485  	
	05-May-2003	0.71825  	
	06-May-2003	0.716402  	
	07-May-2003	0.714326  	
	08-May-2003	0.714903  	
	09-May-2003	0.71261  	
	12-May-2003	0.709591  	
	13-May-2003	0.711617  	
	14-May-2003	0.711801  	
	15-May-2003	0.710956  	
	16-May-2003	0.712073  	
	19-May-2003	0.705162  	
	20-May-2003	0.707399  	
	21-May-2003	0.705476  	
	22-May-2003	0.706603  	
	23-May-2003	0.704057  	
	26-May-2003	0.703964  	
	27-May-2003	0.701163  	
	28-May-2003	0.70673  	
	29-May-2003	0.70635  	
	30-May-2003	0.704249  	
	02-Jun-2003	0.707701  	
	03-Jun-2003	0.707324  	
	04-Jun-2003	0.707512  	
	05-Jun-2003	0.707643  	
	06-Jun-2003	0.702874  	
	09-Jun-2003	0.706515  	
	10-Jun-2003	0.705866  	
	11-Jun-2003	0.704504  	
	12-Jun-2003	0.703859  	
	13-Jun-2003	0.703703  	
	16-Jun-2003	0.700758  	
	17-Jun-2003	0.702552  	
	18-Jun-2003	0.704704  	
	19-Jun-2003	0.70745  	
	20-Jun-2003	0.705702  	
	23-Jun-2003	0.709466  	
	24-Jun-2003	0.708202  	
	25-Jun-2003	0.708367  	
	26-Jun-2003	0.711196  	
	27-Jun-2003	0.713365  	
	30-Jun-2003	0.713848  	
	01-Jul-2003	0.710393  	
	02-Jul-2003	0.709904  	
	03-Jul-2003	0.711204  	
	04-Jul-2003	0.710436  	
	07-Jul-2003	0.713341  	
	08-Jul-2003	0.716535  	
	09-Jul-2003	0.714614  	
	10-Jul-2003	0.714636  	
	11-Jul-2003	0.715093  	
	14-Jul-2003	0.716379  	
	15-Jul-2003	0.715688  	
	16-Jul-2003	0.721762  	
	17-Jul-2003	0.719512  	
	18-Jul-2003	0.721086  	
	21-Jul-2003	0.718406  	
	22-Jul-2003	0.71679  	
	23-Jul-2003	0.715822  	
	24-Jul-2003	0.713088  	
	25-Jul-2003	0.713326  	
	28-Jul-2003	0.714001  	
